s,a,s',reward,case,amount
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-19.58,5425,19000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,5425,19000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5425,19000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5425,19000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5426,7000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5426,7000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5426,7000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-10.5,5426,7000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,5426,7000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,5426,7000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,5426,7000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,5426,7000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,5426,7000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-14.79,5426,7000.0
"W_Call_after_offer,1,0,1,0,0",O_DECLINED,"O_DECLINED,1,0,1,0,0",0.0,5426,7000.0
"O_DECLINED,1,0,1,0,0",A_DECLINED,"A_DECLINED,1,0,1,0,0",0.0,5426,7000.0
"A_DECLINED,1,0,1,0,0",END,END,0.0,5426,7000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5427,28000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5427,28000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5427,28000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-3.99,5427,28000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,5427,28000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,5427,28000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,5427,28000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,5427,28000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,5427,28000.0
"O_SENT,0,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,0,0,1,1,0",0.0,5427,28000.0
"O_SENT_BACK,0,0,1,1,0",W_Assess_application,"W_Assess_application,0,0,1,1,0",-23.96,5427,28000.0
"W_Assess_application,0,0,1,1,0",O_ACCEPTED,"O_ACCEPTED,0,0,1,1,0",0.0,5427,28000.0
"O_ACCEPTED,0,0,1,1,0",A_APPROVED,"A_APPROVED,0,0,1,1,0",0.0,5427,28000.0
"A_APPROVED,0,0,1,1,0",A_REGISTERED,"A_REGISTERED,0,0,1,1,0",0.0,5427,28000.0
"A_REGISTERED,0,0,1,1,0",A_ACTIVATED,"A_ACTIVATED,0,0,1,1,0",0.0,5427,28000.0
"A_ACTIVATED,0,0,1,1,0",END,END,4200.0,5427,28000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5428,17000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5428,17000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-6.34,5428,17000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,5428,17000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,5428,17000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5429,30000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5429,30000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5429,30000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-10.56,5429,30000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,5429,30000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,5429,30000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,5429,30000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,5429,30000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,5429,30000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-21.95,5429,30000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,5429,30000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-2.62,5429,30000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-5.4,5429,30000.0
"W_Call_missing_information,1,1,1,1,0",O_ACCEPTED,"O_ACCEPTED,1,1,1,1,0",0.0,5429,30000.0
"O_ACCEPTED,1,1,1,1,0",A_APPROVED,"A_APPROVED,1,1,1,1,0",0.0,5429,30000.0
"A_APPROVED,1,1,1,1,0",A_REGISTERED,"A_REGISTERED,1,1,1,1,0",0.0,5429,30000.0
"A_REGISTERED,1,1,1,1,0",A_ACTIVATED,"A_ACTIVATED,1,1,1,1,0",0.0,5429,30000.0
"A_ACTIVATED,1,1,1,1,0",END,END,4500.0,5429,30000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,543,7000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,543,7000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-14.79,543,7000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,543,7000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-15.41,543,7000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,543,7000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,543,7000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,543,7000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,543,7000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,543,7000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-6.1,543,7000.0
"W_Call_after_offer,1,0,1,0,1",O_DECLINED,"O_DECLINED,1,0,1,0,1",0.0,543,7000.0
"O_DECLINED,1,0,1,0,1",A_DECLINED,"A_DECLINED,1,0,1,0,1",0.0,543,7000.0
"A_DECLINED,1,0,1,0,1",END,END,0.0,543,7000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5430,21000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5430,21000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5430,21000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-16.97,5430,21000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,5430,21000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,5430,21000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5431,16000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5431,16000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5431,16000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5431,16000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5432,29000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5432,29000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5432,29000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5432,29000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5433,34000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5433,34000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5433,34000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5433,34000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5434,31000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5434,31000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5434,31000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-19.65,5434,31000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,5434,31000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,5434,31000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,5434,31000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,5434,31000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,5434,31000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-6.87,5434,31000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,5434,31000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-31.03,5434,31000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-4.08,5434,31000.0
"W_Call_missing_information,1,1,1,1,0",O_CANCELLED,"O_CANCELLED,1,1,1,1,0",0.0,5434,31000.0
"O_CANCELLED,1,1,1,1,0",O_DECLINED,"O_DECLINED,1,1,1,1,0",0.0,5434,31000.0
"O_DECLINED,1,1,1,1,0",A_DECLINED,"A_DECLINED,1,1,1,1,0",0.0,5434,31000.0
"A_DECLINED,1,1,1,1,0",END,END,0.0,5434,31000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5435,30000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5435,30000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-22.5,5435,30000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,5435,30000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-22.9,5435,30000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,5435,30000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,5435,30000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,5435,30000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,5435,30000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,5435,30000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-5.34,5435,30000.0
"W_Call_after_offer,1,0,1,0,1",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,1",0.0,5435,30000.0
"O_SENT_BACK,1,0,1,1,1",W_Assess_application,"W_Assess_application,1,0,1,1,1",-32.4,5435,30000.0
"W_Assess_application,1,0,1,1,1",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,1",-0.56,5435,30000.0
"W_Call_missing_information,1,1,1,1,1",O_ACCEPTED,"O_ACCEPTED,1,1,1,1,1",0.0,5435,30000.0
"O_ACCEPTED,1,1,1,1,1",A_APPROVED,"A_APPROVED,1,1,1,1,1",0.0,5435,30000.0
"A_APPROVED,1,1,1,1,1",A_REGISTERED,"A_REGISTERED,1,1,1,1,1",0.0,5435,30000.0
"A_REGISTERED,1,1,1,1,1",A_ACTIVATED,"A_ACTIVATED,1,1,1,1,1",0.0,5435,30000.0
"A_ACTIVATED,1,1,1,1,1",END,END,4500.0,5435,30000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5436,14000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5436,14000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5436,14000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5436,14000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5437,22000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5437,22000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5437,22000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5437,22000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5438,9000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5438,9000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5438,9000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-14.14,5438,9000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,5438,9000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,5438,9000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,5438,9000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,5438,9000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,5438,9000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-6.9,5438,9000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,5438,9000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-20.5,5438,9000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-2.47,5438,9000.0
"W_Call_missing_information,1,1,1,1,0",O_ACCEPTED,"O_ACCEPTED,1,1,1,1,0",0.0,5438,9000.0
"O_ACCEPTED,1,1,1,1,0",A_APPROVED,"A_APPROVED,1,1,1,1,0",0.0,5438,9000.0
"A_APPROVED,1,1,1,1,0",A_REGISTERED,"A_REGISTERED,1,1,1,1,0",0.0,5438,9000.0
"A_REGISTERED,1,1,1,1,0",A_ACTIVATED,"A_ACTIVATED,1,1,1,1,0",0.0,5438,9000.0
"A_ACTIVATED,1,1,1,1,0",END,END,1350.0,5438,9000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5439,21000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5439,21000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5439,21000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5439,21000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,544,35000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,544,35000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,544,35000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-1.38,544,35000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,544,35000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,544,35000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,544,35000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,544,35000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,544,35000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-10.16,544,35000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,544,35000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-11.69,544,35000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-21.19,544,35000.0
"W_Call_missing_information,1,1,1,1,0",O_CANCELLED,"O_CANCELLED,1,1,1,1,0",0.0,544,35000.0
"O_CANCELLED,1,1,1,1,0",O_DECLINED,"O_DECLINED,1,1,1,1,0",0.0,544,35000.0
"O_DECLINED,1,1,1,1,0",A_DECLINED,"A_DECLINED,1,1,1,1,0",0.0,544,35000.0
"A_DECLINED,1,1,1,1,0",END,END,0.0,544,35000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5440,24000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5440,24000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-10.55,5440,24000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,5440,24000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-7.56,5440,24000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",O_DECLINED,"O_DECLINED,0,0,0,0,1",0.0,5440,24000.0
"O_DECLINED,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,5440,24000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,5440,24000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5441,27000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5441,27000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5441,27000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5441,27000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5442,45000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5442,45000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-1.65,5442,45000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,5442,45000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,5442,45000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5443,20000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5443,20000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,5443,20000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,5443,20000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5444,6000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5444,6000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5444,6000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5444,6000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5445,9000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5445,9000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5445,9000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5445,9000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5446,22000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5446,22000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5446,22000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-3.94,5446,22000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,5446,22000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,5446,22000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,5446,22000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,5446,22000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,5446,22000.0
"O_SENT,0,0,1,0,0",O_DECLINED,"O_DECLINED,0,0,1,0,0",0.0,5446,22000.0
"O_DECLINED,0,0,1,0,0",A_DECLINED,"A_DECLINED,0,0,1,0,0",0.0,5446,22000.0
"A_DECLINED,0,0,1,0,0",END,END,0.0,5446,22000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5447,11000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5447,11000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5447,11000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5447,11000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5448,38000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5448,38000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5448,38000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5448,38000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,5449,9000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,5449,9000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,5449,9000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-24.65,5449,9000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,5449,9000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,5449,9000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,5449,9000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,545,13000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,545,13000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-0.33,545,13000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,545,13000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-0.1,545,13000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,545,13000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,545,13000.0
